County,WeekStartDate,Deaths,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
King County,3/29/20,91,0,0,1,8,31,51,0,2021/04/12 14:53:23
King County,4/5/20,66,0,0,1,12,17,36,0,2021/04/12 14:53:23
King County,4/12/20,53,0,0,4,10,20,19,0,2021/04/12 14:53:23
King County,4/19/20,43,0,1,1,6,11,24,0,2021/04/12 14:53:23
King County,4/26/20,38,0,0,1,5,12,20,0,2021/04/12 14:53:23
King County,5/3/20,20,0,1,0,3,3,13,0,2021/04/12 14:53:23
King County,5/10/20,11,0,0,0,2,4,5,0,2021/04/12 14:53:23
King County,5/17/20,11,0,0,0,3,2,6,0,2021/04/12 14:53:23
King County,5/24/20,8,0,0,0,3,2,3,0,2021/04/12 14:53:23
King County,5/31/20,11,0,1,0,1,4,5,0,2021/04/12 14:53:23
King County,6/7/20,3,0,0,0,0,0,3,0,2021/04/12 14:53:23
King County,6/14/20,6,0,0,0,1,1,4,0,2021/04/12 14:53:23
King County,6/21/20,7,0,0,0,0,1,6,0,2021/04/12 14:53:23
King County,6/28/20,9,0,0,0,1,1,7,0,2021/04/12 14:53:23
King County,7/5/20,15,0,0,1,2,5,7,0,2021/04/12 14:53:23
King County,7/12/20,21,1,0,0,2,8,10,0,2021/04/12 14:53:23
King County,7/19/20,12,0,0,0,3,2,7,0,2021/04/12 14:53:23
King County,7/26/20,26,0,0,1,7,4,14,0,2021/04/12 14:53:23
King County,8/2/20,16,0,0,0,4,5,7,0,2021/04/12 14:53:23
King County,8/9/20,12,0,0,0,0,4,8,0,2021/04/12 14:53:23
King County,8/16/20,8,0,0,0,0,4,4,0,2021/04/12 14:53:23
King County,8/23/20,4,0,0,0,2,2,0,0,2021/04/12 14:53:23
King County,8/30/20,7,0,0,0,1,2,4,0,2021/04/12 14:53:23
King County,9/6/20,4,0,0,1,1,0,2,0,2021/04/12 14:53:23
King County,9/13/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
King County,9/20/20,10,0,1,0,0,2,7,0,2021/04/12 14:53:23
King County,9/27/20,9,0,0,1,1,3,4,0,2021/04/12 14:53:23
King County,10/4/20,12,0,0,0,1,5,6,0,2021/04/12 14:53:23
King County,10/11/20,5,0,0,0,1,4,0,0,2021/04/12 14:53:23
King County,10/18/20,13,0,0,0,2,2,9,0,2021/04/12 14:53:23
King County,10/25/20,8,0,0,0,3,3,2,0,2021/04/12 14:53:23
King County,11/1/20,25,0,1,0,5,8,11,0,2021/04/12 14:53:23
King County,11/8/20,37,0,0,0,5,12,20,0,2021/04/12 14:53:23
King County,11/15/20,40,1,0,1,4,10,24,0,2021/04/12 14:53:23
King County,11/22/20,57,0,0,2,10,16,29,0,2021/04/12 14:53:23
King County,11/29/20,74,0,0,1,3,31,39,0,2021/04/12 14:53:23
King County,12/6/20,82,0,1,0,7,34,40,0,2021/04/12 14:53:23
King County,12/13/20,45,0,0,1,8,15,21,0,2021/04/12 14:53:23
King County,12/20/20,51,0,0,0,3,14,34,0,2021/04/12 14:53:23
King County,12/27/20,43,0,0,3,8,14,18,0,2021/04/12 14:53:23
King County,1/3/21,53,0,1,0,5,17,30,0,2021/04/12 14:53:23
King County,1/10/21,31,0,0,0,4,10,17,0,2021/04/12 14:53:23
King County,1/17/21,27,0,0,0,2,7,18,0,2021/04/12 14:53:23
King County,1/24/21,20,0,0,1,1,7,11,0,2021/04/12 14:53:23
King County,1/31/21,23,0,0,0,5,6,12,0,2021/04/12 14:53:23
King County,2/7/21,20,0,0,0,3,7,10,0,2021/04/12 14:53:23
King County,2/14/21,6,0,0,1,0,4,1,0,2021/04/12 14:53:23
King County,2/21/21,5,0,0,2,0,1,2,0,2021/04/12 14:53:23
King County,2/28/21,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
King County,3/7/21,6,0,0,0,2,2,2,0,2021/04/12 14:53:23
King County,3/14/21,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
King County,3/21/21,5,0,0,0,3,0,2,0,2021/04/12 14:53:23
King County,3/28/21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kitsap County,3/22/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kitsap County,3/29/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kitsap County,6/28/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kitsap County,7/12/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Kitsap County,7/19/20,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Kitsap County,7/26/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kitsap County,8/9/20,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Kitsap County,8/16/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Kitsap County,8/23/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Kitsap County,9/6/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kitsap County,9/13/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Kitsap County,9/20/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kitsap County,9/27/20,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Kitsap County,10/11/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kitsap County,10/25/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kitsap County,11/1/20,5,0,0,0,1,1,3,0,2021/04/12 14:53:23
Kitsap County,11/8/20,5,0,0,1,0,2,2,0,2021/04/12 14:53:23
Kitsap County,11/15/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kitsap County,11/22/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Kitsap County,11/29/20,5,0,0,0,0,3,2,0,2021/04/12 14:53:23
Kitsap County,12/13/20,5,0,0,1,0,2,2,0,2021/04/12 14:53:23
Kitsap County,12/20/20,13,0,1,0,1,4,7,0,2021/04/12 14:53:23
Kitsap County,12/27/20,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Kitsap County,1/3/21,17,0,0,0,0,5,12,0,2021/04/12 14:53:23
Kitsap County,1/10/21,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Kitsap County,1/17/21,8,0,0,0,2,1,5,0,2021/04/12 14:53:23
Kitsap County,1/31/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Kitsap County,2/7/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Kitsap County,2/14/21,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Kitsap County,3/21/21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kittitas County,7/5/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kittitas County,7/12/20,15,0,0,0,0,2,13,0,2021/04/12 14:53:23
Kittitas County,7/19/20,5,0,0,0,0,2,3,0,2021/04/12 14:53:23
Kittitas County,9/6/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kittitas County,10/18/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kittitas County,11/22/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kittitas County,12/6/20,4,0,0,0,0,2,2,0,2021/04/12 14:53:23
Kittitas County,12/13/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Kittitas County,12/20/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kittitas County,3/21/21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kittitas County,3/28/21,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Klickitat County,3/15/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Klickitat County,3/22/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Klickitat County,4/5/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Klickitat County,11/8/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Klickitat County,11/29/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Klickitat County,12/13/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Klickitat County,12/20/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Klickitat County,2/7/21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lewis County,3/15/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,3/29/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,4/5/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lewis County,8/2/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,9/13/20,3,0,0,0,0,0,3,0,2021/04/12 14:53:23
Lewis County,9/20/20,7,0,0,0,0,4,3,0,2021/04/12 14:53:23
Lewis County,9/27/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Lewis County,10/11/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,10/25/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lewis County,11/8/20,3,0,0,0,1,0,2,0,2021/04/12 14:53:23
Lewis County,11/15/20,3,0,0,0,1,0,2,0,2021/04/12 14:53:23
Lewis County,11/22/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,11/29/20,7,0,0,0,0,5,2,0,2021/04/12 14:53:23
Lewis County,12/6/20,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Lewis County,12/13/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Lewis County,12/27/20,4,0,0,0,0,4,0,0,2021/04/12 14:53:23
Lewis County,1/3/21,4,0,0,0,2,2,0,0,2021/04/12 14:53:23
Lewis County,1/17/21,4,0,0,0,1,1,2,0,2021/04/12 14:53:23
Lewis County,1/31/21,4,0,0,0,1,1,2,0,2021/04/12 14:53:23
Lewis County,2/7/21,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,2/21/21,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Lewis County,2/28/21,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Lewis County,3/7/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Lewis County,3/21/21,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lincoln County,8/9/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lincoln County,9/13/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lincoln County,11/8/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Lincoln County,1/17/21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lincoln County,2/21/21,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Mason County,4/12/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Mason County,7/26/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Mason County,8/16/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Mason County,8/23/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Mason County,9/13/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Mason County,9/20/20,3,0,0,0,1,0,2,0,2021/04/12 14:53:23
Mason County,9/27/20,5,0,0,0,0,2,3,0,2021/04/12 14:53:23
Mason County,11/1/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Mason County,11/15/20,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Mason County,11/22/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Mason County,12/6/20,4,0,0,0,0,0,4,0,2021/04/12 14:53:23
Mason County,12/13/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Mason County,12/27/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Mason County,1/3/21,3,0,0,0,0,0,3,0,2021/04/12 14:53:23
Mason County,1/17/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Mason County,1/31/21,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Okanogan County,3/22/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Okanogan County,4/12/20,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Okanogan County,6/28/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Okanogan County,7/5/20,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Okanogan County,7/12/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Okanogan County,7/19/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Okanogan County,8/2/20,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Okanogan County,8/9/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Okanogan County,11/8/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Okanogan County,11/15/20,12,0,0,0,0,4,8,0,2021/04/12 14:53:23
Okanogan County,11/22/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Okanogan County,11/29/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Okanogan County,12/6/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Okanogan County,12/13/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Okanogan County,12/27/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Okanogan County,1/3/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Okanogan County,3/21/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pacific County,3/29/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pacific County,7/12/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pacific County,8/2/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pacific County,11/29/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pacific County,12/13/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Pacific County,12/20/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pacific County,12/27/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pacific County,1/3/21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pacific County,2/7/21,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Pend Oreille County,9/27/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pend Oreille County,11/8/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pend Oreille County,11/15/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Pend Oreille County,11/22/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Pend Oreille County,12/13/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Pend Oreille County,12/20/20,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Pierce County,3/1/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pierce County,3/8/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pierce County,3/15/20,6,0,0,0,0,3,3,0,2021/04/12 14:53:23
Pierce County,3/22/20,11,0,0,0,1,6,4,0,2021/04/12 14:53:23
Pierce County,3/29/20,17,0,0,1,0,6,10,0,2021/04/12 14:53:23
Pierce County,4/5/20,12,0,0,0,2,5,5,0,2021/04/12 14:53:23
Pierce County,4/12/20,16,0,0,0,1,10,5,0,2021/04/12 14:53:23
Pierce County,4/19/20,6,0,0,0,2,2,2,0,2021/04/12 14:53:23
Pierce County,4/26/20,7,0,1,0,1,2,3,0,2021/04/12 14:53:23
Pierce County,5/3/20,6,0,0,0,0,2,4,0,2021/04/12 14:53:23
Pierce County,5/10/20,6,0,0,0,1,0,5,0,2021/04/12 14:53:23
Pierce County,5/17/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Pierce County,5/24/20,6,0,0,0,1,1,4,0,2021/04/12 14:53:23
Pierce County,5/31/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Pierce County,6/14/20,5,0,0,0,0,3,2,0,2021/04/12 14:53:23
Pierce County,6/21/20,8,0,0,0,1,3,4,0,2021/04/12 14:53:23
Pierce County,6/28/20,6,0,0,1,0,1,4,0,2021/04/12 14:53:23
Pierce County,7/5/20,8,0,0,0,2,3,3,0,2021/04/12 14:53:23
Pierce County,7/12/20,15,1,0,1,2,3,8,0,2021/04/12 14:53:23
Pierce County,7/19/20,14,0,0,0,1,7,6,0,2021/04/12 14:53:23
Pierce County,7/26/20,9,0,0,0,3,3,3,0,2021/04/12 14:53:23
Pierce County,8/2/20,8,0,0,1,0,5,2,0,2021/04/12 14:53:23
Pierce County,8/9/20,5,0,1,0,2,2,0,0,2021/04/12 14:53:23
Pierce County,8/16/20,10,0,0,1,1,2,6,0,2021/04/12 14:53:23
Pierce County,8/23/20,5,0,0,0,0,1,4,0,2021/04/12 14:53:23
Pierce County,8/30/20,7,0,0,0,0,1,6,0,2021/04/12 14:53:23
Pierce County,9/6/20,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Pierce County,9/13/20,9,0,0,0,1,4,4,0,2021/04/12 14:53:23
Pierce County,9/20/20,6,0,0,0,1,3,2,0,2021/04/12 14:53:23
Pierce County,9/27/20,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Pierce County,10/4/20,9,0,0,1,0,6,2,0,2021/04/12 14:53:23
Pierce County,10/11/20,12,0,0,1,2,3,6,0,2021/04/12 14:53:23
Pierce County,10/18/20,11,0,0,0,1,7,3,0,2021/04/12 14:53:23
Pierce County,10/25/20,18,0,0,0,2,9,7,0,2021/04/12 14:53:23
Pierce County,11/1/20,11,0,0,2,0,4,5,0,2021/04/12 14:53:23
Pierce County,11/8/20,11,0,0,1,1,5,4,0,2021/04/12 14:53:23
Pierce County,11/15/20,30,0,0,1,6,14,9,0,2021/04/12 14:53:23
Pierce County,11/22/20,22,0,0,0,1,14,7,0,2021/04/12 14:53:23
Pierce County,11/29/20,31,0,0,0,2,13,16,0,2021/04/12 14:53:23
Pierce County,12/6/20,30,0,0,1,4,7,18,0,2021/04/12 14:53:23
Pierce County,12/13/20,25,0,0,0,1,12,12,0,2021/04/12 14:53:23
Pierce County,12/20/20,34,0,0,0,0,9,25,0,2021/04/12 14:53:23
Pierce County,12/27/20,33,0,0,1,2,10,20,0,2021/04/12 14:53:23
Pierce County,1/3/21,22,0,0,2,0,8,12,0,2021/04/12 14:53:23
Pierce County,1/10/21,14,0,0,1,4,6,3,0,2021/04/12 14:53:23
Pierce County,1/17/21,25,0,1,5,4,5,10,0,2021/04/12 14:53:23
Pierce County,1/24/21,12,0,0,0,2,4,6,0,2021/04/12 14:53:23
Pierce County,1/31/21,16,0,0,0,1,3,12,0,2021/04/12 14:53:23
Pierce County,2/7/21,11,0,0,0,2,3,6,0,2021/04/12 14:53:23
Pierce County,2/14/21,5,0,1,0,1,1,2,0,2021/04/12 14:53:23
Pierce County,2/21/21,10,0,0,2,4,2,2,0,2021/04/12 14:53:23
Pierce County,2/28/21,3,0,0,0,2,0,1,0,2021/04/12 14:53:23
Pierce County,3/7/21,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Pierce County,3/14/21,4,0,0,0,0,2,2,0,2021/04/12 14:53:23
Pierce County,3/21/21,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Skagit County,3/8/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Skagit County,3/15/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Skagit County,3/22/20,3,0,0,0,1,0,2,0,2021/04/12 14:53:23
Skagit County,3/29/20,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Skagit County,4/12/20,5,0,0,0,1,2,2,0,2021/04/12 14:53:23
Skagit County,4/19/20,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,6/28/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Skagit County,7/5/20,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Skagit County,7/12/20,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Skagit County,7/19/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,8/9/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skagit County,8/23/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,9/13/20,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Skagit County,11/1/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Skagit County,11/8/20,3,0,0,0,0,3,0,0,2021/04/12 14:53:23
Skagit County,11/15/20,6,0,0,0,0,2,4,0,2021/04/12 14:53:23
Skagit County,11/22/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skagit County,11/29/20,7,0,0,1,0,2,4,0,2021/04/12 14:53:23
Skagit County,12/6/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,12/13/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Skagit County,12/20/20,6,0,0,0,1,1,4,0,2021/04/12 14:53:23
Skagit County,12/27/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Skagit County,1/3/21,5,0,0,0,0,0,5,0,2021/04/12 14:53:23
Skagit County,1/10/21,3,0,0,0,1,0,2,0,2021/04/12 14:53:23
Skagit County,1/17/21,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Skagit County,1/31/21,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,3/7/21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skamania County,6/21/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Snohomish County,2/23/20,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Snohomish County,3/1/20,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Snohomish County,3/8/20,13,0,0,2,0,4,7,0,2021/04/12 14:53:23
Snohomish County,3/15/20,25,0,0,0,7,10,8,0,2021/04/12 14:53:23
Snohomish County,3/22/20,20,0,0,0,1,10,9,0,2021/04/12 14:53:23
Snohomish County,3/29/20,19,0,0,0,1,5,13,0,2021/04/12 14:53:23
Snohomish County,4/5/20,19,0,0,0,4,7,8,0,2021/04/12 14:53:23
Snohomish County,4/12/20,16,0,1,0,2,8,5,0,2021/04/12 14:53:23
Snohomish County,4/19/20,6,0,0,0,0,1,5,0,2021/04/12 14:53:23
Snohomish County,4/26/20,12,0,0,0,1,4,7,0,2021/04/12 14:53:23
Snohomish County,5/3/20,6,0,0,0,2,1,3,0,2021/04/12 14:53:23
Snohomish County,5/10/20,13,0,0,2,0,4,7,0,2021/04/12 14:53:23
Snohomish County,5/17/20,7,0,0,0,0,2,5,0,2021/04/12 14:53:23
Snohomish County,5/24/20,4,0,0,2,1,1,0,0,2021/04/12 14:53:23
Snohomish County,5/31/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Snohomish County,6/7/20,5,0,0,0,1,2,2,0,2021/04/12 14:53:23
Snohomish County,6/14/20,5,0,0,1,1,0,3,0,2021/04/12 14:53:23
Snohomish County,6/21/20,4,0,0,0,1,2,1,0,2021/04/12 14:53:23
Snohomish County,6/28/20,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Snohomish County,7/5/20,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
Snohomish County,7/12/20,5,0,0,1,1,2,1,0,2021/04/12 14:53:23
Snohomish County,7/19/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Snohomish County,7/26/20,8,0,0,1,1,0,6,0,2021/04/12 14:53:23
Snohomish County,8/2/20,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Snohomish County,8/9/20,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Snohomish County,8/16/20,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Snohomish County,8/23/20,3,0,0,0,0,0,3,0,2021/04/12 14:53:23
Snohomish County,8/30/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Snohomish County,9/6/20,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Snohomish County,9/13/20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Snohomish County,9/20/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Snohomish County,9/27/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Snohomish County,10/4/20,8,0,0,2,2,2,2,0,2021/04/12 14:53:23
Snohomish County,10/11/20,17,0,0,1,1,4,11,0,2021/04/12 14:53:23
Snohomish County,10/18/20,6,0,0,0,0,1,5,0,2021/04/12 14:53:23
Snohomish County,10/25/20,8,0,0,0,0,3,5,0,2021/04/12 14:53:23
Snohomish County,11/1/20,14,0,0,0,1,5,8,0,2021/04/12 14:53:23
Snohomish County,11/8/20,20,0,0,0,1,9,10,0,2021/04/12 14:53:23
Snohomish County,11/15/20,24,0,0,1,1,5,17,0,2021/04/12 14:53:23
Snohomish County,11/22/20,34,0,0,0,4,10,20,0,2021/04/12 14:53:23
Snohomish County,11/29/20,40,0,1,2,4,10,23,0,2021/04/12 14:53:23
Snohomish County,12/6/20,30,0,0,0,3,13,14,0,2021/04/12 14:53:23
Snohomish County,12/13/20,30,0,1,2,4,11,12,0,2021/04/12 14:53:23
Snohomish County,12/20/20,29,0,0,1,1,12,15,0,2021/04/12 14:53:23
Snohomish County,12/27/20,27,0,0,0,2,11,14,0,2021/04/12 14:53:23
Snohomish County,1/3/21,16,0,0,1,0,5,10,0,2021/04/12 14:53:23
Snohomish County,1/10/21,6,0,0,0,1,1,4,0,2021/04/12 14:53:23
Snohomish County,1/17/21,5,0,0,0,0,3,2,0,2021/04/12 14:53:23
Snohomish County,1/24/21,7,0,0,0,1,3,3,0,2021/04/12 14:53:23
Snohomish County,1/31/21,5,0,0,2,1,2,0,0,2021/04/12 14:53:23
Snohomish County,2/14/21,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Snohomish County,2/21/21,4,0,0,0,0,1,3,0,2021/04/12 14:53:23
Snohomish County,2/28/21,4,0,0,0,1,1,2,0,2021/04/12 14:53:23
Snohomish County,3/14/21,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Spokane County,3/8/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Spokane County,3/15/20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Spokane County,3/22/20,9,0,0,0,2,4,3,0,2021/04/12 14:53:23
Spokane County,3/29/20,6,0,0,0,3,1,2,0,2021/04/12 14:53:23
Spokane County,4/5/20,6,0,0,0,0,1,5,0,2021/04/12 14:53:23
Spokane County,4/12/20,5,0,0,0,0,1,4,0,2021/04/12 14:53:23
Spokane County,4/19/20,4,0,0,0,0,2,2,0,2021/04/12 14:53:23
Spokane County,4/26/20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Spokane County,5/10/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Spokane County,5/17/20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Spokane County,5/24/20,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Spokane County,5/31/20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Spokane County,6/7/20,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Spokane County,6/21/20,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Spokane County,6/28/20,4,0,0,0,0,1,3,0,2021/04/12 14:53:23
Spokane County,7/5/20,6,0,1,1,1,0,3,0,2021/04/12 14:53:23
Spokane County,7/12/20,8,0,0,0,0,1,7,0,2021/04/12 14:53:23
Spokane County,7/19/20,24,0,0,1,2,8,13,0,2021/04/12 14:53:23
Spokane County,7/26/20,35,0,0,0,2,10,23,0,2021/04/12 14:53:23
Spokane County,8/2/20,12,0,0,0,1,4,7,0,2021/04/12 14:53:23
Spokane County,8/9/20,4,0,0,0,0,2,2,0,2021/04/12 14:53:23
Spokane County,8/16/20,11,0,0,0,0,4,7,0,2021/04/12 14:53:23
Spokane County,8/23/20,8,0,0,0,1,3,4,0,2021/04/12 14:53:23
Spokane County,8/30/20,6,0,0,0,1,2,3,0,2021/04/12 14:53:23
