County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
King County,10/4/20,20,1076,1096,220,349,275,150,65,18,19,2021/04/12 14:53:23
King County,10/11/20,21,1055,1076,199,358,285,162,60,12,0,2021/04/12 14:53:23
King County,10/18/20,23,1367,1390,216,486,345,218,92,33,0,2021/04/12 14:53:23
King County,10/25/20,34,1975,2009,362,736,490,289,107,25,0,2021/04/12 14:53:23
King County,11/1/20,43,3121,3164,532,1146,761,519,167,37,2,2021/04/12 14:53:23
King County,11/8/20,54,4361,4415,720,1522,1120,685,277,91,0,2021/04/12 14:53:23
King County,11/15/20,57,5202,5259,830,1761,1368,868,317,114,1,2021/04/12 14:53:23
King County,11/22/20,27,4493,4520,688,1478,1131,815,292,114,2,2021/04/12 14:53:23
King County,11/29/20,56,5099,5155,850,1588,1242,903,393,178,1,2021/04/12 14:53:23
King County,12/6/20,102,4494,4596,728,1459,1094,791,360,161,3,2021/04/12 14:53:23
King County,12/13/20,120,3820,3940,562,1212,958,725,320,155,8,2021/04/12 14:53:23
King County,12/20/20,106,2906,3012,464,892,699,590,259,107,1,2021/04/12 14:53:23
King County,12/27/20,114,3793,3907,626,1231,957,694,275,122,2,2021/04/12 14:53:23
King County,1/3/21,191,4187,4378,698,1519,1053,701,279,126,2,2021/04/12 14:53:23
King County,1/10/21,73,2915,2988,500,933,703,527,226,99,0,2021/04/12 14:53:23
King County,1/17/21,92,2352,2444,423,799,562,428,149,82,1,2021/04/12 14:53:23
King County,1/24/21,135,1978,2113,372,577,523,396,175,68,2,2021/04/12 14:53:23
King County,1/31/21,180,1680,1860,374,543,444,331,129,39,0,2021/04/12 14:53:23
King County,2/7/21,99,1193,1292,248,386,275,233,114,36,0,2021/04/12 14:53:23
King County,2/14/21,103,997,1100,171,368,267,199,82,12,1,2021/04/12 14:53:23
King County,2/21/21,99,991,1090,201,349,283,177,64,13,3,2021/04/12 14:53:23
King County,2/28/21,141,950,1091,219,363,268,176,47,18,0,2021/04/12 14:53:23
King County,3/7/21,148,1097,1245,283,368,317,197,64,14,2,2021/04/12 14:53:23
King County,3/14/21,136,1328,1464,301,479,369,238,63,14,0,2021/04/12 14:53:23
King County,3/21/21,231,1953,2184,480,788,501,321,74,18,2,2021/04/12 14:53:23
King County,3/28/21,245,1980,2225,489,784,518,350,69,15,0,2021/04/12 14:53:23
King County,4/4/21,246,1916,2162,460,795,523,303,60,21,0,2021/04/12 14:53:23
King County,4/11/21,0,13,13,3,1,7,2,0,0,0,2021/04/12 14:53:23
Kitsap County,3/1/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Kitsap County,3/8/20,0,10,10,0,1,4,4,1,0,0,2021/04/12 14:53:23
Kitsap County,3/15/20,0,21,21,1,6,4,7,3,0,0,2021/04/12 14:53:23
Kitsap County,3/22/20,0,44,44,3,6,13,16,4,2,0,2021/04/12 14:53:23
Kitsap County,3/29/20,0,49,49,1,14,10,12,9,3,0,2021/04/12 14:53:23
Kitsap County,4/5/20,0,8,8,0,3,1,4,0,0,0,2021/04/12 14:53:23
Kitsap County,4/12/20,0,9,9,1,2,2,1,2,1,0,2021/04/12 14:53:23
Kitsap County,4/19/20,0,8,8,0,3,3,2,0,0,0,2021/04/12 14:53:23
Kitsap County,4/26/20,0,2,2,1,1,0,0,0,0,0,2021/04/12 14:53:23
Kitsap County,5/3/20,0,3,3,0,0,0,3,0,0,0,2021/04/12 14:53:23
Kitsap County,5/10/20,0,4,4,0,3,0,1,0,0,0,2021/04/12 14:53:23
Kitsap County,5/17/20,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Kitsap County,5/24/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Kitsap County,5/31/20,0,9,9,0,3,4,1,1,0,0,2021/04/12 14:53:23
Kitsap County,6/7/20,0,14,14,4,2,3,2,2,1,0,2021/04/12 14:53:23
Kitsap County,6/14/20,0,12,12,0,6,1,5,0,0,0,2021/04/12 14:53:23
Kitsap County,6/21/20,0,43,43,6,15,8,8,3,3,0,2021/04/12 14:53:23
Kitsap County,6/28/20,0,43,43,6,11,10,8,5,3,0,2021/04/12 14:53:23
Kitsap County,7/5/20,0,68,68,9,25,14,13,5,2,0,2021/04/12 14:53:23
Kitsap County,7/12/20,0,116,116,23,49,25,10,8,1,0,2021/04/12 14:53:23
Kitsap County,7/19/20,0,122,122,22,53,20,16,6,4,1,2021/04/12 14:53:23
Kitsap County,7/26/20,0,120,120,22,38,27,22,11,0,0,2021/04/12 14:53:23
Kitsap County,8/2/20,0,73,73,6,29,18,10,10,0,0,2021/04/12 14:53:23
Kitsap County,8/9/20,0,77,77,14,29,15,9,8,2,0,2021/04/12 14:53:23
Kitsap County,8/16/20,0,101,101,8,25,33,21,10,4,0,2021/04/12 14:53:23
Kitsap County,8/23/20,1,65,66,4,17,17,19,8,1,0,2021/04/12 14:53:23
Kitsap County,8/30/20,0,47,47,7,17,8,9,6,0,0,2021/04/12 14:53:23
Kitsap County,9/6/20,0,53,53,7,13,14,8,4,7,0,2021/04/12 14:53:23
Kitsap County,9/13/20,0,28,28,7,7,5,3,2,4,0,2021/04/12 14:53:23
Kitsap County,9/20/20,1,81,82,11,16,21,23,7,4,0,2021/04/12 14:53:23
Kitsap County,9/27/20,2,95,97,11,26,18,25,11,6,0,2021/04/12 14:53:23
Kitsap County,10/4/20,0,61,61,12,19,8,9,11,2,0,2021/04/12 14:53:23
Kitsap County,10/11/20,1,63,64,10,14,15,17,5,3,0,2021/04/12 14:53:23
Kitsap County,10/18/20,3,65,68,11,18,20,11,6,2,0,2021/04/12 14:53:23
Kitsap County,10/25/20,4,150,154,44,33,23,35,17,2,0,2021/04/12 14:53:23
Kitsap County,11/1/20,3,222,225,36,58,48,44,33,6,0,2021/04/12 14:53:23
Kitsap County,11/8/20,12,227,239,35,79,49,41,26,9,0,2021/04/12 14:53:23
Kitsap County,11/15/20,1,276,277,36,85,62,57,25,12,0,2021/04/12 14:53:23
Kitsap County,11/22/20,11,267,278,52,72,55,64,22,13,0,2021/04/12 14:53:23
Kitsap County,11/29/20,27,366,393,77,122,75,81,33,5,0,2021/04/12 14:53:23
Kitsap County,12/6/20,21,271,292,59,102,67,46,14,4,0,2021/04/12 14:53:23
Kitsap County,12/13/20,12,273,285,41,72,70,55,34,13,0,2021/04/12 14:53:23
Kitsap County,12/20/20,8,259,267,28,66,49,60,46,18,0,2021/04/12 14:53:23
Kitsap County,12/27/20,11,297,308,36,91,72,61,33,14,1,2021/04/12 14:53:23
Kitsap County,1/3/21,14,389,403,53,116,75,70,48,41,0,2021/04/12 14:53:23
Kitsap County,1/10/21,6,259,265,31,78,53,58,29,16,0,2021/04/12 14:53:23
Kitsap County,1/17/21,11,236,247,31,76,40,40,28,32,0,2021/04/12 14:53:23
Kitsap County,1/24/21,16,162,178,39,59,26,24,23,7,0,2021/04/12 14:53:23
Kitsap County,1/31/21,48,175,223,45,70,31,49,20,8,0,2021/04/12 14:53:23
Kitsap County,2/7/21,28,78,106,25,27,17,21,11,5,0,2021/04/12 14:53:23
Kitsap County,2/14/21,36,75,111,26,27,28,19,6,5,0,2021/04/12 14:53:23
Kitsap County,2/21/21,29,53,82,12,29,20,13,7,1,0,2021/04/12 14:53:23
Kitsap County,2/28/21,28,81,109,18,32,19,27,11,2,0,2021/04/12 14:53:23
Kitsap County,3/7/21,32,79,111,23,30,26,17,14,1,0,2021/04/12 14:53:23
Kitsap County,3/14/21,28,96,124,25,30,26,30,11,2,0,2021/04/12 14:53:23
Kitsap County,3/21/21,37,142,179,26,45,47,48,10,3,0,2021/04/12 14:53:23
Kitsap County,3/28/21,52,190,242,35,79,53,54,19,2,0,2021/04/12 14:53:23
Kitsap County,4/4/21,50,125,175,41,60,24,36,13,1,0,2021/04/12 14:53:23
Kittitas County,3/1/20,0,2,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Kittitas County,3/8/20,0,2,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Kittitas County,3/15/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Kittitas County,3/22/20,0,3,3,0,2,1,0,0,0,0,2021/04/12 14:53:23
Kittitas County,3/29/20,0,5,5,0,2,1,0,2,0,0,2021/04/12 14:53:23
Kittitas County,4/5/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Kittitas County,4/26/20,0,2,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Kittitas County,5/3/20,0,25,25,0,12,4,8,1,0,0,2021/04/12 14:53:23
Kittitas County,5/10/20,0,23,23,6,9,4,3,1,0,0,2021/04/12 14:53:23
Kittitas County,5/17/20,0,20,20,7,2,5,5,1,0,0,2021/04/12 14:53:23
Kittitas County,5/24/20,0,5,5,2,2,1,0,0,0,0,2021/04/12 14:53:23
Kittitas County,5/31/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Kittitas County,6/7/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Kittitas County,6/14/20,0,12,12,2,4,5,1,0,0,0,2021/04/12 14:53:23
Kittitas County,6/21/20,0,46,46,3,26,6,5,6,0,0,2021/04/12 14:53:23
Kittitas County,6/28/20,0,41,41,5,26,5,3,1,1,0,2021/04/12 14:53:23
Kittitas County,7/5/20,0,36,36,4,21,4,3,2,2,0,2021/04/12 14:53:23
Kittitas County,7/12/20,0,104,104,2,32,15,6,18,31,0,2021/04/12 14:53:23
Kittitas County,7/19/20,0,52,52,5,14,6,9,8,10,0,2021/04/12 14:53:23
Kittitas County,7/26/20,0,29,29,2,6,8,4,4,5,0,2021/04/12 14:53:23
Kittitas County,8/2/20,0,29,29,6,13,3,4,2,1,0,2021/04/12 14:53:23
Kittitas County,8/9/20,0,17,17,2,10,3,2,0,0,0,2021/04/12 14:53:23
Kittitas County,8/16/20,0,6,6,1,4,1,0,0,0,0,2021/04/12 14:53:23
Kittitas County,8/23/20,0,3,3,0,3,0,0,0,0,0,2021/04/12 14:53:23
Kittitas County,8/30/20,0,9,9,1,2,0,3,2,1,0,2021/04/12 14:53:23
Kittitas County,9/6/20,0,22,22,4,9,4,3,1,1,0,2021/04/12 14:53:23
Kittitas County,9/13/20,0,30,30,17,9,3,0,1,0,0,2021/04/12 14:53:23
Kittitas County,9/20/20,0,21,21,5,13,1,1,0,1,0,2021/04/12 14:53:23
Kittitas County,9/27/20,0,38,38,11,20,5,0,1,1,0,2021/04/12 14:53:23
Kittitas County,10/4/20,4,65,69,28,27,8,2,3,1,0,2021/04/12 14:53:23
Kittitas County,10/11/20,15,55,70,36,23,5,2,2,2,0,2021/04/12 14:53:23
Kittitas County,10/18/20,7,44,51,22,15,5,6,2,1,0,2021/04/12 14:53:23
Kittitas County,10/25/20,7,38,45,14,16,9,5,0,1,0,2021/04/12 14:53:23
Kittitas County,11/1/20,6,45,51,4,19,4,11,10,2,1,2021/04/12 14:53:23
Kittitas County,11/8/20,5,63,68,9,31,11,13,4,0,0,2021/04/12 14:53:23
Kittitas County,11/15/20,3,124,127,23,49,20,29,6,0,0,2021/04/12 14:53:23
Kittitas County,11/22/20,4,136,140,25,42,35,23,9,6,0,2021/04/12 14:53:23
Kittitas County,11/29/20,5,135,140,31,35,30,29,13,2,0,2021/04/12 14:53:23
Kittitas County,12/6/20,1,118,119,25,27,25,19,17,6,0,2021/04/12 14:53:23
Kittitas County,12/13/20,2,150,152,18,33,30,39,24,8,0,2021/04/12 14:53:23
Kittitas County,12/20/20,2,129,131,23,30,29,23,20,6,0,2021/04/12 14:53:23
Kittitas County,12/27/20,0,139,139,35,36,28,18,15,7,0,2021/04/12 14:53:23
Kittitas County,1/3/21,2,107,109,16,41,26,21,4,1,0,2021/04/12 14:53:23
Kittitas County,1/10/21,3,67,70,17,21,14,11,5,2,0,2021/04/12 14:53:23
Kittitas County,1/17/21,10,58,68,16,20,13,15,2,2,0,2021/04/12 14:53:23
Kittitas County,1/24/21,3,36,39,6,19,8,3,1,2,0,2021/04/12 14:53:23
Kittitas County,1/31/21,0,20,20,2,9,3,3,1,2,0,2021/04/12 14:53:23
Kittitas County,2/7/21,6,22,28,13,2,8,4,1,0,0,2021/04/12 14:53:23
Kittitas County,2/14/21,4,34,38,10,14,6,5,3,0,0,2021/04/12 14:53:23
Kittitas County,2/21/21,0,37,37,15,13,3,6,0,0,0,2021/04/12 14:53:23
Kittitas County,2/28/21,10,40,50,19,16,8,5,2,0,0,2021/04/12 14:53:23
Kittitas County,3/7/21,8,41,49,10,12,6,11,8,2,0,2021/04/12 14:53:23
Kittitas County,3/14/21,9,59,68,24,23,8,8,5,0,0,2021/04/12 14:53:23
Kittitas County,3/21/21,5,39,44,13,13,12,4,2,0,0,2021/04/12 14:53:23
Kittitas County,3/28/21,5,51,56,11,17,13,11,3,0,1,2021/04/12 14:53:23
Kittitas County,4/4/21,2,49,51,10,21,10,8,2,0,0,2021/04/12 14:53:23
Klickitat County,3/8/20,0,2,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Klickitat County,3/15/20,0,4,4,0,0,0,2,2,0,0,2021/04/12 14:53:23
Klickitat County,3/22/20,0,3,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Klickitat County,3/29/20,0,2,2,1,1,0,0,0,0,0,2021/04/12 14:53:23
Klickitat County,4/5/20,0,3,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Klickitat County,4/12/20,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Klickitat County,4/26/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Klickitat County,5/3/20,0,5,5,0,0,2,2,1,0,0,2021/04/12 14:53:23
Klickitat County,5/10/20,0,2,2,1,0,1,0,0,0,0,2021/04/12 14:53:23
Klickitat County,5/24/20,0,5,5,1,2,0,2,0,0,0,2021/04/12 14:53:23
Klickitat County,5/31/20,0,10,10,1,2,3,4,0,0,0,2021/04/12 14:53:23
Klickitat County,6/7/20,0,10,10,3,3,2,1,1,0,0,2021/04/12 14:53:23
Klickitat County,6/14/20,0,6,6,1,0,4,1,0,0,0,2021/04/12 14:53:23
Klickitat County,6/21/20,1,9,10,2,3,1,4,0,0,0,2021/04/12 14:53:23
Klickitat County,6/28/20,0,16,16,5,3,4,2,1,1,0,2021/04/12 14:53:23
Klickitat County,7/5/20,0,5,5,1,3,1,0,0,0,0,2021/04/12 14:53:23
Klickitat County,7/12/20,0,6,6,0,1,2,1,1,1,0,2021/04/12 14:53:23
Klickitat County,7/19/20,0,13,13,4,2,5,1,1,0,0,2021/04/12 14:53:23
Klickitat County,7/26/20,1,6,7,1,3,1,1,0,1,0,2021/04/12 14:53:23
Klickitat County,8/2/20,2,11,13,2,2,3,4,2,0,0,2021/04/12 14:53:23
Klickitat County,8/9/20,9,41,50,5,30,4,10,1,0,0,2021/04/12 14:53:23
Klickitat County,8/16/20,0,8,8,1,2,2,3,0,0,0,2021/04/12 14:53:23
Klickitat County,8/23/20,3,13,16,4,5,3,2,2,0,0,2021/04/12 14:53:23
Klickitat County,8/30/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Klickitat County,9/6/20,0,6,6,4,1,1,0,0,0,0,2021/04/12 14:53:23
Klickitat County,9/13/20,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Klickitat County,9/27/20,0,5,5,1,0,1,1,2,0,0,2021/04/12 14:53:23
Klickitat County,10/4/20,0,5,5,0,1,1,0,3,0,0,2021/04/12 14:53:23
Klickitat County,10/11/20,0,3,3,0,1,0,2,0,0,0,2021/04/12 14:53:23
Klickitat County,10/18/20,0,3,3,0,2,0,0,1,0,0,2021/04/12 14:53:23
Klickitat County,10/25/20,0,3,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Klickitat County,11/1/20,0,13,13,6,0,5,0,1,1,0,2021/04/12 14:53:23
Klickitat County,11/8/20,0,14,14,1,3,3,4,3,0,0,2021/04/12 14:53:23
Klickitat County,11/15/20,1,17,18,3,4,6,4,1,0,0,2021/04/12 14:53:23
Klickitat County,11/22/20,12,26,38,5,10,15,4,4,0,0,2021/04/12 14:53:23
Klickitat County,11/29/20,10,31,41,8,14,5,8,4,2,0,2021/04/12 14:53:23
Klickitat County,12/6/20,20,43,63,5,11,18,23,5,1,0,2021/04/12 14:53:23
Klickitat County,12/13/20,20,27,47,8,13,11,12,2,0,1,2021/04/12 14:53:23
Klickitat County,12/20/20,7,33,40,5,9,11,10,4,1,0,2021/04/12 14:53:23
Klickitat County,12/27/20,2,28,30,1,8,7,3,9,2,0,2021/04/12 14:53:23
Klickitat County,1/3/21,7,29,36,4,10,10,10,2,0,0,2021/04/12 14:53:23
Klickitat County,1/10/21,3,24,27,1,9,6,8,1,1,1,2021/04/12 14:53:23
Klickitat County,1/17/21,1,19,20,4,7,5,4,0,0,0,2021/04/12 14:53:23
Klickitat County,1/24/21,5,14,19,4,3,2,3,6,1,0,2021/04/12 14:53:23
Klickitat County,1/31/21,8,5,13,1,5,4,2,1,0,0,2021/04/12 14:53:23
Klickitat County,2/7/21,7,8,15,3,6,3,1,2,0,0,2021/04/12 14:53:23
Klickitat County,2/14/21,3,7,10,3,4,1,1,0,1,0,2021/04/12 14:53:23
Klickitat County,2/21/21,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Klickitat County,2/28/21,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Klickitat County,3/7/21,0,4,4,0,2,2,0,0,0,0,2021/04/12 14:53:23
Klickitat County,3/14/21,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Klickitat County,3/21/21,0,3,3,2,0,0,1,0,0,0,2021/04/12 14:53:23
Klickitat County,3/28/21,0,1,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Klickitat County,4/4/21,2,4,6,0,1,1,2,1,0,1,2021/04/12 14:53:23
Lewis County,3/8/20,0,1,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Lewis County,3/15/20,0,3,3,0,1,0,1,0,1,0,2021/04/12 14:53:23
Lewis County,3/22/20,0,6,6,0,0,2,2,2,0,0,2021/04/12 14:53:23
Lewis County,3/29/20,0,6,6,0,0,0,1,4,1,0,2021/04/12 14:53:23
Lewis County,4/5/20,0,3,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Lewis County,4/12/20,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Lewis County,4/19/20,0,7,7,0,1,2,1,3,0,0,2021/04/12 14:53:23
Lewis County,5/3/20,0,2,2,0,0,2,0,0,0,0,2021/04/12 14:53:23
Lewis County,5/10/20,0,4,4,0,1,0,3,0,0,0,2021/04/12 14:53:23
Lewis County,5/24/20,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Lewis County,6/7/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Lewis County,6/14/20,0,14,14,0,9,0,3,1,1,0,2021/04/12 14:53:23
Lewis County,6/21/20,0,23,23,1,6,10,6,0,0,0,2021/04/12 14:53:23
Lewis County,6/28/20,0,15,15,1,6,4,2,2,0,0,2021/04/12 14:53:23
Lewis County,7/5/20,0,24,24,3,5,4,6,5,1,0,2021/04/12 14:53:23
Lewis County,7/12/20,0,28,28,4,4,14,3,2,1,0,2021/04/12 14:53:23
Lewis County,7/19/20,0,34,34,2,18,8,4,1,1,0,2021/04/12 14:53:23
Lewis County,7/26/20,0,25,25,10,7,3,2,3,0,0,2021/04/12 14:53:23
Lewis County,8/2/20,0,40,40,9,8,12,5,1,5,0,2021/04/12 14:53:23
Lewis County,8/9/20,2,48,50,12,19,10,6,2,1,0,2021/04/12 14:53:23
Lewis County,8/16/20,4,34,38,7,11,15,4,0,1,0,2021/04/12 14:53:23
Lewis County,8/23/20,3,22,25,2,5,9,4,3,2,0,2021/04/12 14:53:23
Lewis County,8/30/20,0,63,63,6,31,11,12,2,1,0,2021/04/12 14:53:23
Lewis County,9/6/20,4,37,41,5,17,6,10,2,1,0,2021/04/12 14:53:23
Lewis County,9/13/20,0,43,43,2,9,7,10,7,8,0,2021/04/12 14:53:23
Lewis County,9/20/20,4,65,69,2,10,10,16,15,16,0,2021/04/12 14:53:23
Lewis County,9/27/20,15,60,75,7,13,16,13,17,8,1,2021/04/12 14:53:23
Lewis County,10/4/20,5,36,41,12,6,7,5,9,2,0,2021/04/12 14:53:23
Lewis County,10/11/20,2,37,39,6,8,6,12,6,1,0,2021/04/12 14:53:23
Lewis County,10/18/20,1,46,47,9,13,12,9,3,1,0,2021/04/12 14:53:23
Lewis County,10/25/20,2,50,52,8,16,12,9,6,1,0,2021/04/12 14:53:23
Lewis County,11/1/20,11,70,81,15,14,21,19,12,0,0,2021/04/12 14:53:23
Lewis County,11/8/20,16,111,127,25,26,30,23,15,7,1,2021/04/12 14:53:23
Lewis County,11/15/20,27,146,173,31,47,36,31,21,6,1,2021/04/12 14:53:23
Lewis County,11/22/20,27,151,178,35,39,47,31,20,6,0,2021/04/12 14:53:23
Lewis County,11/29/20,69,249,318,71,77,72,62,29,7,0,2021/04/12 14:53:23
Lewis County,12/6/20,31,200,231,30,53,84,35,17,12,0,2021/04/12 14:53:23
Lewis County,12/13/20,39,219,258,51,61,66,42,25,13,0,2021/04/12 14:53:23
Lewis County,12/20/20,30,131,161,31,46,39,21,17,6,1,2021/04/12 14:53:23
Lewis County,12/27/20,34,186,220,39,67,42,43,26,3,0,2021/04/12 14:53:23
Lewis County,1/3/21,35,200,235,27,71,48,54,27,8,0,2021/04/12 14:53:23
Lewis County,1/10/21,42,185,227,27,46,46,59,39,10,0,2021/04/12 14:53:23
Lewis County,1/17/21,13,152,165,36,31,28,39,26,5,0,2021/04/12 14:53:23
Lewis County,1/24/21,42,120,162,29,49,31,34,17,2,0,2021/04/12 14:53:23
Lewis County,1/31/21,15,110,125,15,36,22,24,21,7,0,2021/04/12 14:53:23
Lewis County,2/7/21,20,71,91,12,17,18,22,16,6,0,2021/04/12 14:53:23
Lewis County,2/14/21,33,67,100,16,28,22,20,8,6,0,2021/04/12 14:53:23
Lewis County,2/21/21,26,45,71,8,22,10,16,9,6,0,2021/04/12 14:53:23
Lewis County,2/28/21,21,35,56,12,9,11,9,9,6,0,2021/04/12 14:53:23
Lewis County,3/7/21,21,34,55,6,11,13,15,6,4,0,2021/04/12 14:53:23
Lewis County,3/14/21,6,20,26,0,5,8,9,4,0,0,2021/04/12 14:53:23
Lewis County,3/21/21,10,40,50,5,13,11,12,4,4,1,2021/04/12 14:53:23
Lewis County,3/28/21,30,41,71,10,18,19,16,3,5,0,2021/04/12 14:53:23
Lewis County,4/4/21,31,39,70,17,19,11,8,10,5,0,2021/04/12 14:53:23
Lincoln County,3/8/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lincoln County,4/5/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Lincoln County,6/21/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Lincoln County,7/12/20,0,2,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Lincoln County,7/19/20,0,5,5,1,2,0,1,1,0,0,2021/04/12 14:53:23
Lincoln County,7/26/20,0,6,6,2,1,0,1,2,0,0,2021/04/12 14:53:23
Lincoln County,8/2/20,0,10,10,2,2,3,3,0,0,0,2021/04/12 14:53:23
Lincoln County,8/9/20,0,4,4,0,0,0,0,2,0,2,2021/04/12 14:53:23
Lincoln County,8/30/20,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Lincoln County,9/6/20,0,5,5,2,1,0,2,0,0,0,2021/04/12 14:53:23
Lincoln County,9/13/20,0,2,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Lincoln County,9/20/20,0,10,10,2,1,4,2,1,0,0,2021/04/12 14:53:23
Lincoln County,9/27/20,0,10,10,3,0,4,0,1,0,2,2021/04/12 14:53:23
Lincoln County,10/4/20,0,3,3,0,1,1,1,0,0,0,2021/04/12 14:53:23
Lincoln County,10/11/20,0,4,4,0,0,1,1,2,0,0,2021/04/12 14:53:23
Lincoln County,10/18/20,0,9,9,0,1,1,5,2,0,0,2021/04/12 14:53:23
Lincoln County,10/25/20,0,7,7,0,1,2,4,0,0,0,2021/04/12 14:53:23
Lincoln County,11/1/20,1,5,6,1,1,1,3,0,0,0,2021/04/12 14:53:23
Lincoln County,11/8/20,0,35,35,6,3,6,4,2,13,1,2021/04/12 14:53:23
Lincoln County,11/15/20,3,33,36,2,9,8,9,4,4,0,2021/04/12 14:53:23
Lincoln County,11/22/20,1,19,20,0,3,6,5,5,1,0,2021/04/12 14:53:23
Lincoln County,11/29/20,1,20,21,2,3,6,6,2,2,0,2021/04/12 14:53:23
Lincoln County,12/6/20,0,17,17,0,5,3,3,5,1,0,2021/04/12 14:53:23
Lincoln County,12/13/20,0,9,9,2,2,3,0,2,0,0,2021/04/12 14:53:23
Lincoln County,12/20/20,0,18,18,0,5,5,8,0,0,0,2021/04/12 14:53:23
Lincoln County,12/27/20,0,22,22,3,3,3,7,6,0,0,2021/04/12 14:53:23
Lincoln County,1/3/21,1,14,15,2,3,2,3,4,1,0,2021/04/12 14:53:23
Lincoln County,1/10/21,0,10,10,1,3,4,2,0,0,0,2021/04/12 14:53:23
Lincoln County,1/17/21,1,9,10,2,1,2,1,4,0,0,2021/04/12 14:53:23
Lincoln County,1/24/21,0,9,9,2,2,2,2,1,0,0,2021/04/12 14:53:23
Lincoln County,1/31/21,0,14,14,6,1,2,2,3,0,0,2021/04/12 14:53:23
Lincoln County,2/7/21,0,12,12,0,1,2,9,0,0,0,2021/04/12 14:53:23
Lincoln County,2/14/21,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Lincoln County,2/21/21,0,3,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Lincoln County,2/28/21,1,0,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Lincoln County,3/7/21,0,4,4,0,1,2,1,0,0,0,2021/04/12 14:53:23
Lincoln County,3/14/21,1,1,2,0,0,2,0,0,0,0,2021/04/12 14:53:23
Lincoln County,3/21/21,0,5,5,2,0,1,0,1,1,0,2021/04/12 14:53:23
Lincoln County,3/28/21,8,36,44,31,1,6,4,0,2,0,2021/04/12 14:53:23
Lincoln County,4/4/21,0,7,7,3,0,1,2,1,0,0,2021/04/12 14:53:23
Mason County,3/15/20,0,3,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Mason County,3/22/20,0,3,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Mason County,3/29/20,0,12,12,0,1,5,2,4,0,0,2021/04/12 14:53:23
Mason County,4/5/20,0,2,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Mason County,4/12/20,0,2,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Mason County,4/19/20,0,3,3,0,1,1,1,0,0,0,2021/04/12 14:53:23
Mason County,4/26/20,0,3,3,0,0,2,0,0,1,0,2021/04/12 14:53:23
Mason County,5/3/20,0,3,3,0,2,0,0,1,0,0,2021/04/12 14:53:23
Mason County,5/10/20,0,3,3,0,0,2,1,0,0,0,2021/04/12 14:53:23
Mason County,5/17/20,0,2,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Mason County,5/24/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Mason County,5/31/20,0,2,2,1,0,0,1,0,0,0,2021/04/12 14:53:23
Mason County,6/7/20,0,3,3,0,0,0,2,1,0,0,2021/04/12 14:53:23
Mason County,6/14/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Mason County,6/21/20,0,7,7,0,3,0,4,0,0,0,2021/04/12 14:53:23
