County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Skagit County,6/21/20,0,25,25,4,9,10,0,2,0,0,2021/04/12 14:53:23
Skagit County,6/28/20,0,46,46,6,12,8,8,4,8,0,2021/04/12 14:53:23
Skagit County,7/5/20,1,73,74,12,22,18,8,9,5,0,2021/04/12 14:53:23
Skagit County,7/12/20,8,76,84,20,17,25,12,7,3,0,2021/04/12 14:53:23
Skagit County,7/19/20,4,58,62,9,18,14,17,4,0,0,2021/04/12 14:53:23
Skagit County,7/26/20,5,75,80,14,27,11,16,9,3,0,2021/04/12 14:53:23
Skagit County,8/2/20,1,52,53,11,17,8,9,7,1,0,2021/04/12 14:53:23
Skagit County,8/9/20,5,48,53,12,18,16,4,3,0,0,2021/04/12 14:53:23
Skagit County,8/16/20,3,47,50,11,18,17,2,1,1,0,2021/04/12 14:53:23
Skagit County,8/23/20,1,35,36,10,6,9,7,2,2,0,2021/04/12 14:53:23
Skagit County,8/30/20,0,27,27,7,9,7,3,1,0,0,2021/04/12 14:53:23
Skagit County,9/6/20,1,16,17,4,5,1,3,4,0,0,2021/04/12 14:53:23
Skagit County,9/13/20,1,19,20,2,6,5,3,4,0,0,2021/04/12 14:53:23
Skagit County,9/20/20,1,22,23,2,4,4,7,6,0,0,2021/04/12 14:53:23
Skagit County,9/27/20,0,29,29,4,9,11,3,2,0,0,2021/04/12 14:53:23
Skagit County,10/4/20,3,35,38,9,14,7,4,2,2,0,2021/04/12 14:53:23
Skagit County,10/11/20,2,36,38,5,12,10,6,4,1,0,2021/04/12 14:53:23
Skagit County,10/18/20,7,39,46,7,14,15,6,1,3,0,2021/04/12 14:53:23
Skagit County,10/25/20,4,58,62,10,11,14,18,7,2,0,2021/04/12 14:53:23
Skagit County,11/1/20,4,150,154,28,58,29,24,11,4,0,2021/04/12 14:53:23
Skagit County,11/8/20,17,221,238,51,63,36,54,31,3,0,2021/04/12 14:53:23
Skagit County,11/15/20,23,223,246,47,60,66,43,15,14,1,2021/04/12 14:53:23
Skagit County,11/22/20,13,183,196,41,46,48,39,17,5,0,2021/04/12 14:53:23
Skagit County,11/29/20,24,297,321,69,95,71,49,26,11,0,2021/04/12 14:53:23
Skagit County,12/6/20,13,264,277,45,89,59,58,16,10,0,2021/04/12 14:53:23
Skagit County,12/13/20,22,209,231,45,80,47,35,17,7,0,2021/04/12 14:53:23
Skagit County,12/20/20,16,148,164,33,39,29,31,17,15,0,2021/04/12 14:53:23
Skagit County,12/27/20,7,214,221,28,72,49,42,21,9,0,2021/04/12 14:53:23
Skagit County,1/3/21,20,200,220,44,57,51,41,16,11,0,2021/04/12 14:53:23
Skagit County,1/10/21,8,177,185,43,56,41,22,20,3,0,2021/04/12 14:53:23
Skagit County,1/17/21,6,170,176,37,60,36,29,13,1,0,2021/04/12 14:53:23
Skagit County,1/24/21,10,135,145,23,47,31,25,15,4,0,2021/04/12 14:53:23
Skagit County,1/31/21,20,87,107,18,34,29,17,5,4,0,2021/04/12 14:53:23
Skagit County,2/7/21,10,55,65,11,15,13,19,7,0,0,2021/04/12 14:53:23
Skagit County,2/14/21,17,60,77,9,26,20,14,7,1,0,2021/04/12 14:53:23
Skagit County,2/21/21,23,77,100,18,35,35,6,5,1,0,2021/04/12 14:53:23
Skagit County,2/28/21,19,67,86,20,27,18,14,6,1,0,2021/04/12 14:53:23
Skagit County,3/7/21,13,50,63,19,19,15,5,4,1,0,2021/04/12 14:53:23
Skagit County,3/14/21,8,33,41,7,10,10,10,3,1,0,2021/04/12 14:53:23
Skagit County,3/21/21,11,51,62,22,14,16,8,2,0,0,2021/04/12 14:53:23
Skagit County,3/28/21,19,59,78,17,30,18,11,0,2,0,2021/04/12 14:53:23
Skagit County,4/4/21,42,75,117,21,37,32,24,3,0,0,2021/04/12 14:53:23
Skagit County,4/11/21,1,2,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Skamania County,3/22/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,3/29/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skamania County,4/5/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skamania County,6/21/20,0,4,4,0,1,0,0,2,1,0,2021/04/12 14:53:23
Skamania County,6/28/20,0,12,12,3,3,2,4,0,0,0,2021/04/12 14:53:23
Skamania County,7/5/20,0,17,17,2,4,3,5,2,1,0,2021/04/12 14:53:23
Skamania County,7/12/20,0,9,9,3,1,3,0,2,0,0,2021/04/12 14:53:23
Skamania County,7/19/20,1,3,4,1,0,1,1,1,0,0,2021/04/12 14:53:23
Skamania County,7/26/20,0,6,6,2,0,1,1,1,1,0,2021/04/12 14:53:23
Skamania County,8/2/20,0,3,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Skamania County,8/9/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,8/30/20,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Skamania County,9/13/20,0,3,3,1,2,0,0,0,0,0,2021/04/12 14:53:23
Skamania County,9/20/20,0,2,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Skamania County,9/27/20,1,0,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Skamania County,10/4/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,10/11/20,0,6,6,3,0,0,3,0,0,0,2021/04/12 14:53:23
Skamania County,10/18/20,0,2,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Skamania County,10/25/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,11/1/20,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,11/8/20,0,10,10,1,5,1,2,0,1,0,2021/04/12 14:53:23
Skamania County,11/15/20,0,13,13,4,1,3,5,0,0,0,2021/04/12 14:53:23
Skamania County,11/22/20,0,9,9,2,2,0,5,0,0,0,2021/04/12 14:53:23
Skamania County,11/29/20,0,25,25,7,3,8,5,2,0,0,2021/04/12 14:53:23
Skamania County,12/6/20,0,15,15,2,3,3,6,1,0,0,2021/04/12 14:53:23
Skamania County,12/13/20,0,21,21,4,5,7,4,1,0,0,2021/04/12 14:53:23
Skamania County,12/20/20,0,14,14,2,2,3,5,2,0,0,2021/04/12 14:53:23
Skamania County,12/27/20,0,17,17,2,3,2,7,2,1,0,2021/04/12 14:53:23
Skamania County,1/3/21,0,14,14,3,3,5,2,1,0,0,2021/04/12 14:53:23
Skamania County,1/10/21,0,16,16,3,2,4,4,3,0,0,2021/04/12 14:53:23
Skamania County,1/17/21,0,7,7,4,1,1,1,0,0,0,2021/04/12 14:53:23
Skamania County,1/24/21,0,7,7,1,1,1,3,1,0,0,2021/04/12 14:53:23
Skamania County,1/31/21,0,6,6,0,0,3,1,1,1,0,2021/04/12 14:53:23
Skamania County,2/7/21,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skamania County,2/14/21,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skamania County,2/21/21,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,2/28/21,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Skamania County,3/14/21,0,6,6,2,1,3,0,0,0,0,2021/04/12 14:53:23
Skamania County,3/21/21,0,2,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Skamania County,3/28/21,0,4,4,2,2,0,0,0,0,0,2021/04/12 14:53:23
Skamania County,4/4/21,0,5,5,0,2,1,2,0,0,0,2021/04/12 14:53:23
Snohomish County,1/19/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Snohomish County,1/26/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Snohomish County,2/23/20,0,3,3,1,0,1,1,0,0,0,2021/04/12 14:53:23
Snohomish County,3/1/20,0,61,61,0,7,15,24,13,2,0,2021/04/12 14:53:23
Snohomish County,3/8/20,0,245,245,6,39,47,73,48,32,0,2021/04/12 14:53:23
Snohomish County,3/15/20,0,426,426,1,84,114,135,66,26,0,2021/04/12 14:53:23
Snohomish County,3/22/20,0,478,478,11,114,127,145,57,24,0,2021/04/12 14:53:23
Snohomish County,3/29/20,0,426,426,17,90,115,121,52,31,0,2021/04/12 14:53:23
Snohomish County,4/5/20,0,293,293,16,67,81,71,35,23,0,2021/04/12 14:53:23
Snohomish County,4/12/20,0,235,235,12,54,41,53,38,37,0,2021/04/12 14:53:23
Snohomish County,4/19/20,0,193,193,11,42,53,49,14,24,0,2021/04/12 14:53:23
Snohomish County,4/26/20,0,199,199,14,44,47,46,22,26,0,2021/04/12 14:53:23
Snohomish County,5/3/20,0,144,144,12,38,37,34,13,10,0,2021/04/12 14:53:23
Snohomish County,5/10/20,0,118,118,5,26,26,27,10,24,0,2021/04/12 14:53:23
Snohomish County,5/17/20,0,113,113,14,30,23,14,15,17,0,2021/04/12 14:53:23
Snohomish County,5/24/20,0,67,67,5,14,19,20,8,1,0,2021/04/12 14:53:23
Snohomish County,5/31/20,0,67,67,11,21,19,10,5,1,0,2021/04/12 14:53:23
Snohomish County,6/7/20,0,107,107,15,26,19,23,14,10,0,2021/04/12 14:53:23
Snohomish County,6/14/20,0,174,174,38,51,43,24,13,5,0,2021/04/12 14:53:23
Snohomish County,6/21/20,2,217,219,41,88,29,40,17,4,0,2021/04/12 14:53:23
Snohomish County,6/28/20,0,259,259,58,95,54,41,8,3,0,2021/04/12 14:53:23
Snohomish County,7/5/20,3,348,351,80,128,77,44,15,7,0,2021/04/12 14:53:23
Snohomish County,7/12/20,4,367,371,55,116,105,60,24,11,0,2021/04/12 14:53:23
Snohomish County,7/19/20,4,347,351,74,102,96,47,22,10,0,2021/04/12 14:53:23
Snohomish County,7/26/20,8,358,366,74,95,98,65,25,9,0,2021/04/12 14:53:23
Snohomish County,8/2/20,11,321,332,58,100,83,58,28,5,0,2021/04/12 14:53:23
Snohomish County,8/9/20,13,247,260,45,80,71,40,20,4,0,2021/04/12 14:53:23
Snohomish County,8/16/20,21,204,225,33,80,48,37,19,8,0,2021/04/12 14:53:23
Snohomish County,8/23/20,16,241,257,61,90,54,36,10,6,0,2021/04/12 14:53:23
Snohomish County,8/30/20,10,184,194,39,52,50,32,13,8,0,2021/04/12 14:53:23
Snohomish County,9/6/20,4,146,150,24,48,35,23,18,2,0,2021/04/12 14:53:23
Snohomish County,9/13/20,4,165,169,28,52,42,30,10,7,0,2021/04/12 14:53:23
Snohomish County,9/20/20,7,228,235,41,75,46,56,13,4,0,2021/04/12 14:53:23
Snohomish County,9/27/20,6,270,276,46,93,71,46,17,3,0,2021/04/12 14:53:23
Snohomish County,10/4/20,19,388,407,67,144,93,64,28,11,0,2021/04/12 14:53:23
Snohomish County,10/11/20,12,473,485,61,144,143,74,36,27,0,2021/04/12 14:53:23
Snohomish County,10/18/20,10,543,553,75,152,149,119,40,18,0,2021/04/12 14:53:23
Snohomish County,10/25/20,12,607,619,83,200,166,105,46,19,0,2021/04/12 14:53:23
Snohomish County,11/1/20,15,1152,1167,206,371,286,195,74,34,1,2021/04/12 14:53:23
Snohomish County,11/8/20,48,1357,1405,256,418,343,232,99,57,0,2021/04/12 14:53:23
Snohomish County,11/15/20,32,1687,1719,248,538,455,328,101,49,0,2021/04/12 14:53:23
Snohomish County,11/22/20,17,1622,1639,251,472,436,309,110,61,0,2021/04/12 14:53:23
Snohomish County,11/29/20,65,1840,1905,309,570,455,335,166,70,0,2021/04/12 14:53:23
Snohomish County,12/6/20,60,1702,1762,285,466,480,313,142,76,0,2021/04/12 14:53:23
Snohomish County,12/13/20,42,1539,1581,265,423,384,297,150,59,3,2021/04/12 14:53:23
Snohomish County,12/20/20,27,1253,1280,206,312,301,262,127,71,1,2021/04/12 14:53:23
Snohomish County,12/27/20,42,1725,1767,281,508,445,306,160,65,2,2021/04/12 14:53:23
Snohomish County,1/3/21,39,1767,1806,312,516,491,322,108,56,1,2021/04/12 14:53:23
Snohomish County,1/10/21,24,1105,1129,189,326,312,208,68,25,1,2021/04/12 14:53:23
Snohomish County,1/17/21,16,787,803,127,241,197,162,59,17,0,2021/04/12 14:53:23
Snohomish County,1/24/21,42,736,778,158,192,209,159,45,15,0,2021/04/12 14:53:23
Snohomish County,1/31/21,67,715,782,154,206,209,149,51,13,0,2021/04/12 14:53:23
Snohomish County,2/7/21,67,430,497,104,123,140,88,39,3,0,2021/04/12 14:53:23
Snohomish County,2/14/21,49,426,475,82,125,119,116,30,3,0,2021/04/12 14:53:23
Snohomish County,2/21/21,57,358,415,90,105,109,82,24,5,0,2021/04/12 14:53:23
Snohomish County,2/28/21,66,319,385,82,103,108,62,25,5,0,2021/04/12 14:53:23
Snohomish County,3/7/21,44,272,316,50,102,67,70,24,3,0,2021/04/12 14:53:23
Snohomish County,3/14/21,47,353,400,87,107,108,72,20,6,0,2021/04/12 14:53:23
Snohomish County,3/21/21,93,474,567,117,175,152,91,31,1,0,2021/04/12 14:53:23
Snohomish County,3/28/21,154,561,715,144,248,167,110,44,2,0,2021/04/12 14:53:23
Snohomish County,4/4/21,135,566,701,134,242,159,124,34,8,0,2021/04/12 14:53:23
Snohomish County,4/11/21,1,8,9,0,2,2,2,2,1,0,2021/04/12 14:53:23
Spokane County,1/19/20,1,0,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Spokane County,2/9/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Spokane County,2/16/20,1,0,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Spokane County,3/8/20,0,10,10,0,2,2,4,1,1,0,2021/04/12 14:53:23
Spokane County,3/15/20,0,47,47,1,8,9,17,10,2,0,2021/04/12 14:53:23
Spokane County,3/22/20,0,94,94,0,15,27,26,20,6,0,2021/04/12 14:53:23
Spokane County,3/29/20,0,77,77,5,13,14,26,15,4,0,2021/04/12 14:53:23
Spokane County,4/5/20,0,50,50,0,9,8,11,10,12,0,2021/04/12 14:53:23
Spokane County,4/12/20,0,37,37,0,7,8,7,6,9,0,2021/04/12 14:53:23
Spokane County,4/19/20,0,39,39,4,10,6,6,8,5,0,2021/04/12 14:53:23
Spokane County,4/26/20,0,24,24,0,7,4,4,4,5,0,2021/04/12 14:53:23
Spokane County,5/3/20,0,14,14,5,2,4,1,1,1,0,2021/04/12 14:53:23
Spokane County,5/10/20,0,24,24,5,5,8,5,1,0,0,2021/04/12 14:53:23
Spokane County,5/17/20,0,100,100,19,39,24,12,4,2,0,2021/04/12 14:53:23
Spokane County,5/24/20,0,102,102,15,43,26,11,4,3,0,2021/04/12 14:53:23
Spokane County,5/31/20,0,150,150,33,55,27,24,5,6,0,2021/04/12 14:53:23
Spokane County,6/7/20,0,95,95,16,35,25,10,7,2,0,2021/04/12 14:53:23
Spokane County,6/14/20,0,203,203,37,81,37,26,17,5,0,2021/04/12 14:53:23
Spokane County,6/21/20,0,352,352,53,169,60,54,14,2,0,2021/04/12 14:53:23
Spokane County,6/28/20,0,489,489,71,244,91,53,18,12,0,2021/04/12 14:53:23
Spokane County,7/5/20,0,502,502,61,208,123,69,26,15,0,2021/04/12 14:53:23
Spokane County,7/12/20,1,525,526,77,172,113,99,38,27,0,2021/04/12 14:53:23
Spokane County,7/19/20,0,585,585,95,160,126,93,65,44,2,2021/04/12 14:53:23
Spokane County,7/26/20,0,594,594,52,183,129,104,63,63,0,2021/04/12 14:53:23
Spokane County,8/2/20,0,463,463,53,161,96,88,38,27,0,2021/04/12 14:53:23
Spokane County,8/9/20,0,304,304,41,98,67,64,20,12,2,2021/04/12 14:53:23
Spokane County,8/16/20,2,220,222,22,66,47,42,26,19,0,2021/04/12 14:53:23
Spokane County,8/23/20,6,262,268,37,86,52,52,29,12,0,2021/04/12 14:53:23
Spokane County,8/30/20,3,262,265,32,96,54,54,19,10,0,2021/04/12 14:53:23
Spokane County,9/6/20,4,328,332,41,94,77,67,38,15,0,2021/04/12 14:53:23
Spokane County,9/13/20,9,448,457,80,135,80,99,39,23,1,2021/04/12 14:53:23
Spokane County,9/20/20,8,561,569,120,181,80,120,46,21,1,2021/04/12 14:53:23
Spokane County,9/27/20,5,575,580,125,183,114,84,45,29,0,2021/04/12 14:53:23
Spokane County,10/4/20,12,607,619,123,172,113,115,62,31,3,2021/04/12 14:53:23
Spokane County,10/11/20,17,555,572,115,165,126,102,48,15,1,2021/04/12 14:53:23
Spokane County,10/18/20,19,652,671,90,199,135,131,91,23,2,2021/04/12 14:53:23
Spokane County,10/25/20,18,827,845,119,235,210,178,82,21,0,2021/04/12 14:53:23
Spokane County,11/1/20,48,1293,1341,215,397,332,242,120,32,3,2021/04/12 14:53:23
Spokane County,11/8/20,39,1765,1804,313,558,389,336,167,39,2,2021/04/12 14:53:23
Spokane County,11/15/20,80,2099,2179,278,709,539,378,204,67,4,2021/04/12 14:53:23
Spokane County,11/22/20,80,2090,2170,332,655,520,388,207,67,1,2021/04/12 14:53:23
Spokane County,11/29/20,69,2538,2607,366,781,629,559,194,76,2,2021/04/12 14:53:23
Spokane County,12/6/20,136,2265,2401,286,734,605,458,198,120,0,2021/04/12 14:53:23
Spokane County,12/13/20,85,2051,2136,306,591,553,432,180,73,1,2021/04/12 14:53:23
Spokane County,12/20/20,92,1371,1463,184,413,382,277,154,53,0,2021/04/12 14:53:23
Spokane County,12/27/20,61,1699,1760,235,497,366,357,216,88,1,2021/04/12 14:53:23
Spokane County,1/3/21,73,2274,2347,417,655,483,477,238,76,1,2021/04/12 14:53:23
Spokane County,1/10/21,48,1590,1638,268,412,348,355,193,60,2,2021/04/12 14:53:23
Spokane County,1/17/21,53,1129,1182,213,316,287,216,101,48,1,2021/04/12 14:53:23
Spokane County,1/24/21,89,926,1015,214,287,214,165,104,27,4,2021/04/12 14:53:23
Spokane County,1/31/21,108,701,809,138,227,159,176,86,23,0,2021/04/12 14:53:23
Spokane County,2/7/21,68,592,660,144,158,153,124,57,24,0,2021/04/12 14:53:23
Spokane County,2/14/21,76,476,552,108,137,142,104,42,18,1,2021/04/12 14:53:23
Spokane County,2/21/21,76,383,459,85,127,110,94,37,6,0,2021/04/12 14:53:23
Spokane County,2/28/21,48,338,386,91,104,97,65,21,8,0,2021/04/12 14:53:23
Spokane County,3/7/21,60,316,376,67,103,102,64,29,11,0,2021/04/12 14:53:23
Spokane County,3/14/21,56,348,404,96,113,87,84,22,2,0,2021/04/12 14:53:23
Spokane County,3/21/21,82,385,467,103,181,81,78,18,6,0,2021/04/12 14:53:23
Spokane County,3/28/21,110,373,483,94,174,109,75,21,9,1,2021/04/12 14:53:23
Spokane County,4/4/21,89,404,493,101,189,90,76,29,8,0,2021/04/12 14:53:23
Spokane County,4/11/21,0,10,10,0,2,5,1,2,0,0,2021/04/12 14:53:23
Stevens County,3/8/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,3/15/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Stevens County,3/22/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Stevens County,3/29/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,4/5/20,0,3,3,0,1,0,2,0,0,0,2021/04/12 14:53:23
Stevens County,4/12/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,4/19/20,0,1,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
Stevens County,5/10/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,5/17/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,5/31/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Stevens County,6/7/20,0,3,3,1,0,0,2,0,0,0,2021/04/12 14:53:23
Stevens County,6/21/20,0,2,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Stevens County,6/28/20,0,6,6,1,1,2,2,0,0,0,2021/04/12 14:53:23
Stevens County,7/5/20,0,12,12,3,3,4,2,0,0,0,2021/04/12 14:53:23
Stevens County,7/12/20,0,17,17,4,3,3,5,2,0,0,2021/04/12 14:53:23
Stevens County,7/19/20,0,15,15,1,4,5,2,3,0,0,2021/04/12 14:53:23
Stevens County,7/26/20,0,24,24,10,3,8,1,2,0,0,2021/04/12 14:53:23
Stevens County,8/2/20,0,19,19,0,4,4,7,3,1,0,2021/04/12 14:53:23
Stevens County,8/9/20,0,7,7,1,2,1,1,1,1,0,2021/04/12 14:53:23
Stevens County,8/16/20,0,5,5,0,2,1,2,0,0,0,2021/04/12 14:53:23
Stevens County,8/23/20,0,4,4,2,0,2,0,0,0,0,2021/04/12 14:53:23
Stevens County,8/30/20,0,7,7,0,3,0,3,0,1,0,2021/04/12 14:53:23
Stevens County,9/6/20,0,4,4,0,2,1,1,0,0,0,2021/04/12 14:53:23
Stevens County,9/13/20,1,19,20,2,1,4,1,5,7,0,2021/04/12 14:53:23
Stevens County,9/20/20,0,24,24,1,8,5,4,0,6,0,2021/04/12 14:53:23
Stevens County,9/27/20,0,22,22,1,6,4,7,4,0,0,2021/04/12 14:53:23
Stevens County,10/4/20,0,20,20,2,5,5,5,2,1,0,2021/04/12 14:53:23
Stevens County,10/11/20,2,20,22,4,6,5,5,0,2,0,2021/04/12 14:53:23
Stevens County,10/18/20,4,12,16,4,4,3,4,0,1,0,2021/04/12 14:53:23
Stevens County,10/25/20,2,44,46,12,8,11,6,8,1,0,2021/04/12 14:53:23
Stevens County,11/1/20,7,61,68,9,14,14,19,9,3,0,2021/04/12 14:53:23
Stevens County,11/8/20,7,103,110,9,20,21,34,20,6,0,2021/04/12 14:53:23
Stevens County,11/15/20,19,131,150,16,27,40,29,34,4,0,2021/04/12 14:53:23
Stevens County,11/22/20,12,109,121,13,28,26,32,16,6,0,2021/04/12 14:53:23
Stevens County,11/29/20,22,138,160,29,27,39,32,26,7,0,2021/04/12 14:53:23
Stevens County,12/6/20,21,90,111,13,29,20,22,16,11,0,2021/04/12 14:53:23
Stevens County,12/13/20,7,88,95,8,27,20,25,13,2,0,2021/04/12 14:53:23
Stevens County,12/20/20,4,43,47,7,14,10,7,8,1,0,2021/04/12 14:53:23
Stevens County,12/27/20,2,48,50,5,17,7,11,5,5,0,2021/04/12 14:53:23
Stevens County,1/3/21,5,101,106,10,22,19,27,27,1,0,2021/04/12 14:53:23
Stevens County,1/10/21,4,51,55,11,13,7,12,10,2,0,2021/04/12 14:53:23
Stevens County,1/17/21,3,53,56,9,9,15,10,10,3,0,2021/04/12 14:53:23
Stevens County,1/24/21,2,61,63,6,14,13,14,12,4,0,2021/04/12 14:53:23
Stevens County,1/31/21,3,30,33,4,12,0,7,6,4,0,2021/04/12 14:53:23
Stevens County,2/7/21,3,24,27,3,4,10,7,3,0,0,2021/04/12 14:53:23
Stevens County,2/14/21,2,24,26,5,5,8,8,0,0,0,2021/04/12 14:53:23
Stevens County,2/21/21,1,39,40,5,19,7,4,5,0,0,2021/04/12 14:53:23
Stevens County,2/28/21,11,40,51,10,7,14,15,5,0,0,2021/04/12 14:53:23
Stevens County,3/7/21,0,26,26,1,5,2,8,9,1,0,2021/04/12 14:53:23
Stevens County,3/14/21,2,19,21,0,4,4,7,5,1,0,2021/04/12 14:53:23
Stevens County,3/21/21,2,34,36,2,5,10,7,9,3,0,2021/04/12 14:53:23
Stevens County,3/28/21,2,46,48,10,8,14,8,5,3,0,2021/04/12 14:53:23
Stevens County,4/4/21,4,52,56,7,17,9,14,6,3,0,2021/04/12 14:53:23
Thurston County,1/19/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Thurston County,3/8/20,0,6,6,0,1,2,2,1,0,0,2021/04/12 14:53:23
Thurston County,3/15/20,0,14,14,0,2,4,8,0,0,0,2021/04/12 14:53:23
Thurston County,3/22/20,0,31,31,0,1,11,11,6,2,0,2021/04/12 14:53:23
Thurston County,3/29/20,0,26,26,1,7,6,9,3,0,0,2021/04/12 14:53:23
Thurston County,4/5/20,0,8,8,0,2,0,2,4,0,0,2021/04/12 14:53:23
Thurston County,4/12/20,0,13,13,1,4,4,2,2,0,0,2021/04/12 14:53:23
Thurston County,4/19/20,0,10,10,2,0,2,2,4,0,0,2021/04/12 14:53:23
Thurston County,4/26/20,0,7,7,1,1,1,3,1,0,0,2021/04/12 14:53:23
Thurston County,5/3/20,0,8,8,2,1,3,1,0,1,0,2021/04/12 14:53:23
Thurston County,5/10/20,0,3,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Thurston County,5/17/20,0,4,4,0,0,3,0,1,0,0,2021/04/12 14:53:23
Thurston County,5/24/20,0,24,24,1,2,3,7,5,6,0,2021/04/12 14:53:23
Thurston County,5/31/20,0,21,21,0,6,3,5,3,4,0,2021/04/12 14:53:23
Thurston County,6/7/20,0,27,27,1,9,6,2,3,6,0,2021/04/12 14:53:23
Thurston County,6/14/20,0,18,18,3,7,3,4,1,0,0,2021/04/12 14:53:23
Thurston County,6/21/20,0,42,42,5,19,10,4,4,0,0,2021/04/12 14:53:23
Thurston County,6/28/20,0,50,50,9,23,8,6,4,0,0,2021/04/12 14:53:23
Thurston County,7/5/20,2,88,90,14,26,15,27,5,2,1,2021/04/12 14:53:23
Thurston County,7/12/20,0,98,98,12,30,25,19,7,4,1,2021/04/12 14:53:23
Thurston County,7/19/20,2,77,79,11,31,17,14,3,3,0,2021/04/12 14:53:23
Thurston County,7/26/20,3,81,84,17,18,26,16,7,0,0,2021/04/12 14:53:23
Thurston County,8/2/20,4,97,101,23,26,22,23,6,1,0,2021/04/12 14:53:23
Thurston County,8/9/20,6,62,68,11,20,16,13,6,2,0,2021/04/12 14:53:23
Thurston County,8/16/20,1,69,70,14,19,13,16,8,0,0,2021/04/12 14:53:23
Thurston County,8/23/20,4,57,61,6,28,14,9,4,0,0,2021/04/12 14:53:23
Thurston County,8/30/20,14,34,48,14,14,12,6,2,0,0,2021/04/12 14:53:23
Thurston County,9/6/20,9,31,40,9,13,8,5,5,0,0,2021/04/12 14:53:23
Thurston County,9/13/20,8,35,43,7,13,9,8,6,0,0,2021/04/12 14:53:23
Thurston County,9/20/20,9,78,87,15,18,16,19,16,3,0,2021/04/12 14:53:23
Thurston County,9/27/20,15,101,116,13,35,26,25,13,4,0,2021/04/12 14:53:23
Thurston County,10/4/20,14,109,123,19,32,29,18,16,9,0,2021/04/12 14:53:23
Thurston County,10/11/20,12,142,154,27,36,22,14,24,31,0,2021/04/12 14:53:23
Thurston County,10/18/20,6,142,148,13,38,31,33,17,16,0,2021/04/12 14:53:23
Thurston County,10/25/20,4,176,180,20,35,54,29,27,15,0,2021/04/12 14:53:23
Thurston County,11/1/20,19,275,294,56,94,68,40,24,12,0,2021/04/12 14:53:23
Thurston County,11/8/20,23,368,391,61,101,98,83,37,11,0,2021/04/12 14:53:23
Thurston County,11/15/20,15,387,402,49,140,110,74,23,5,1,2021/04/12 14:53:23
Thurston County,11/22/20,15,296,311,53,94,69,61,29,5,0,2021/04/12 14:53:23
Thurston County,11/29/20,22,363,385,62,124,91,70,26,10,2,2021/04/12 14:53:23
Thurston County,12/6/20,32,318,350,49,123,72,75,22,9,0,2021/04/12 14:53:23
Thurston County,12/13/20,25,331,356,70,101,88,63,22,12,0,2021/04/12 14:53:23
Thurston County,12/20/20,22,265,287,48,87,82,43,24,3,0,2021/04/12 14:53:23
Thurston County,12/27/20,34,369,403,63,130,89,83,30,8,0,2021/04/12 14:53:23
Thurston County,1/3/21,43,426,469,79,167,114,71,24,12,2,2021/04/12 14:53:23
Thurston County,1/10/21,35,339,374,53,133,73,79,26,10,0,2021/04/12 14:53:23
